date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:59:50	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%2228228cb-4057-61be793e0330b-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://professionalprofits.com/)
00:59:51	11053/11053	---M-Z	200	added ('OK')	text/css	etag:%222822e09-2b2d-61be7940ffd94-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.22.1	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min4d52.css	(from https://professionalprofits.com/)
00:59:51	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%222822883-e7d0-61be793d699fb-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.22.3	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mindcff.css	(from https://professionalprofits.com/)
00:59:51	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%222822891-684e-61be793d71313-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.22.3	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mindcff.css	(from https://professionalprofits.com/)
00:59:51	80873/80873	---M-Z	200	added ('OK')	text/css	etag:%223901bd7-13be9-61be7af80b97d-gzip%22	https://professionalprofits.com/wp-content/uploads/elementor/css/post-31.css?ver=1719531756	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/elementor/css/post-31b555.css	(from https://professionalprofits.com/)
00:59:52	130916/130916	---M-Z	200	added ('OK')	text/css	etag:%222902b5e-1ff64-615ccd75baebe-gzip%22	https://professionalprofits.com/wp-content/uploads/uicore-global.css?ver=6933	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/uicore-globale16c.css	(from https://professionalprofits.com/)
00:59:52	18590/18590	---M-Z	200	added ('OK')	text/css	etag:%2238e0b8f-489e-607bf55544d00-gzip%22	https://professionalprofits.com/wp-content/plugins/uicore-framework/assets/fonts/themify-icons.css?ver=1.0.0	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/uicore-framework/assets/fonts/themify-icons8a54.css	(from https://professionalprofits.com/)
00:59:52	15073/15073	---M-Z	200	added ('OK')	application/javascript	etag:%22282289f-3ae1-61be793da7a2e-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.22.3	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mindcff.js	(from https://professionalprofits.com/)
00:59:52	87553/87553	---M-Z	200	added ('OK')	application/javascript	etag:%2229024a0-15601-60b84752002b9-gzip%22	https://professionalprofits.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://professionalprofits.com/)
00:59:52	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:%222902493-3509-604d82e083200-gzip%22	https://professionalprofits.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://professionalprofits.com/)
00:59:53	76974/76974	---MC-	200	added ('OK')	application/json	date:Tue,%2023%20Jul%202024%2023:59:53%20GMT	https://professionalprofits.com/wp-json/wp/v2/pages/31	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-json/wp/v2/pages/31.json	(from https://professionalprofits.com/)
00:59:54	261576/261576	---MC-	200	added ('OK')	application/json	date:Tue,%2023%20Jul%202024%2023:59:53%20GMT	https://professionalprofits.com/wp-json/	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-json/index.html	(from https://professionalprofits.com/)
00:59:54	799/799	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Jul%202024%2023:59:54%20GMT	https://professionalprofits.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/tori/professionalprofits.com/xmlrpc0db0.php	(from https://professionalprofits.com/)
00:59:54	2414/2414	---MC-	200	added ('OK')	application/json	date:Tue,%2023%20Jul%202024%2023:59:54%20GMT	https://professionalprofits.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fprofessionalprofits.com%2F	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-json/oembed/1.0/embed16ec.json	(from https://professionalprofits.com/)
00:59:54	2628/2628	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Jul%202024%2023:59:54%20GMT	https://professionalprofits.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fprofessionalprofits.com%2F&format=xml	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-json/oembed/1.0/embed9703	(from https://professionalprofits.com/)
00:59:55	20276/20276	---M--	200	added ('OK')	image/png	etag:%22390135b-4f34-607c10ea46000%22	https://professionalprofits.com/wp-content/uploads/2023/10/at-favicon.png	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/at-favicon.png	(from https://professionalprofits.com/)
00:59:55	8877/8877	---M--	200	added ('OK')	image/png	etag:%223901416-22ad-607c10ec2e480%22	https://professionalprofits.com/wp-content/uploads/2023/10/at-favicon-150x150.png	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/at-favicon-150x150.png	(from https://professionalprofits.com/)
00:59:55	23003/23003	---M--	200	added ('OK')	image/png	etag:%223901375-59db-607c10ec2e480%22	https://professionalprofits.com/wp-content/uploads/2023/10/at-favicon-300x300.png	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/at-favicon-300x300.png	(from https://professionalprofits.com/)
00:59:55	15402/15402	---M--	200	added ('OK')	image/png	etag:%2229029f0-3c2a-60946bf7fff10%22	https://professionalprofits.com/wp-content/uploads/2024/03/P.P_LOGO_ONLY.png	C:/My%20Web%20Sites/tori/professionalprofits.com /wp-content/uploads/2024/03/P.P_LOGO_ONLY.png	(from https://professionalprofits.com/)
00:59:56	9929/9929	---M-Z	200	added ('OK')	text/css	etag:%22282273a-26c9-61be793aada9e-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://professionalprofits.com/)
00:59:56	9054/9054	---M-Z	200	added ('OK')	text/css	etag:%222822e5d-235e-61be794161c01-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor-pro/assets/css/widget-nested-carousel.min.css	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor-pro/assets/css/widget-nested-carousel.min.css	(from https://professionalprofits.com/)
00:59:56	2266/2266	---M--	200	added ('OK')	image/jpeg	etag:%22390141f-8da-608ccab62e680%22	https://professionalprofits.com/wp-content/uploads/2023/10/hersho.jpg	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/hersho.jpg	(from https://professionalprofits.com/)
00:59:56	38807/38807	---M--	200	added ('OK')	image/jpeg	etag:%22390136e-9797-608ccb39c9d00%22	https://professionalprofits.com/wp-content/uploads/2023/10/hersho2.jpg	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/hersho2.jpg	(from https://professionalprofits.com/)
00:59:57	189057/189057	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2023:59:56%20GMT	https://professionalprofits.com/about-us/	C:/My%20Web%20Sites/tori/professionalprofits.com/about-us/index.html	(from https://professionalprofits.com/)
00:59:57	3661/3661	---M--	200	added ('OK')	image/jpeg	etag:%223901301-e4d-608cc1d2b6e00%22	https://professionalprofits.com/wp-content/uploads/2023/10/avatar-2.jpg	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/avatar-2.jpg	(from https://professionalprofits.com/)
00:59:57	8626/8626	---M--	200	added ('OK')	image/png	etag:%22390141b-21b2-608ccd3eae080%22	https://professionalprofits.com/wp-content/uploads/2023/10/tori-placeholder2-300x300.png	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/tori-placeholder2-300x300.png	(from https://professionalprofits.com/)
00:59:57	3937/3937	---M--	200	added ('OK')	image/jpeg	etag:%2239013fb-f61-608cca2168780%22	https://professionalprofits.com/wp-content/uploads/2023/10/nikki.jpg	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/nikki.jpg	(from https://professionalprofits.com/)
00:59:57	5668/5668	---M--	200	added ('OK')	image/jpeg	etag:%223901369-1624-608ccbdbe9b80%22	https://professionalprofits.com/wp-content/uploads/2023/10/lesa.jpg	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/lesa.jpg	(from https://professionalprofits.com/)
00:59:58	33100/33100	---M--	200	added ('OK')	image/png	etag:%2239013dc-814c-60907354e2a00%22	https://professionalprofits.com/wp-content/uploads/2023/10/brain_1f9e0-2.png	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/brain_1f9e0-2.png	(from https://professionalprofits.com/)
00:59:58	17865/17865	---M--	200	added ('OK')	image/png	etag:%223901359-45c9-609073bfb2600%22	https://professionalprofits.com/wp-content/uploads/2023/10/open-hands_1f450.png	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/open-hands_1f450.png	(from https://professionalprofits.com/)
00:59:58	134532/134532	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2023:59:57%20GMT	https://professionalprofits.com/discord/	C:/My%20Web%20Sites/tori/professionalprofits.com/discord/index.html	(from https://professionalprofits.com/)
00:59:58	191931/191931	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2023:59:57%20GMT	https://professionalprofits.com/services/	C:/My%20Web%20Sites/tori/professionalprofits.com/services/index.html	(from https://professionalprofits.com/)
00:59:58	23652/23652	---M--	200	added ('OK')	image/png	etag:%22390142b-5c64-609073e3efb80%22	https://professionalprofits.com/wp-content/uploads/2023/10/bow-and-arrow_1f3f9.png	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/bow-and-arrow_1f3f9.png	(from https://professionalprofits.com/)
00:59:58	23169/23169	---M--	200	added ('OK')	image/png	etag:%223901389-5a81-6090744536100%22	https://professionalprofits.com/wp-content/uploads/2023/10/eye_1f441-fe0f.png	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/eye_1f441-fe0f.png	(from https://professionalprofits.com/)
00:59:59	24931/24931	---M--	200	added ('OK')	image/png	etag:%22390134c-6163-608eda3676e80%22	https://professionalprofits.com/wp-content/uploads/2023/10/graduation-cap_1f393.png	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/graduation-cap_1f393.png	(from https://professionalprofits.com/)
00:59:59	93786/93786	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2023:59:59%20GMT	https://professionalprofits.com/contact/	C:/My%20Web%20Sites/tori/professionalprofits.com/contact/index.html	(from https://professionalprofits.com/)
00:59:59	15004/15004	---M--	200	added ('OK')	image/png	etag:%223901336-3a9c-608eda385f300%22	https://professionalprofits.com/wp-content/uploads/2023/10/purple-heart_1f49c.png	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/purple-heart_1f49c.png	(from https://professionalprofits.com/)
00:59:59	82210/82210	---M--	200	added ('OK')	image/webp	etag:%223901441-14122-608c726478780%22	https://professionalprofits.com/wp-content/uploads/2023/10/tori-profile-head-1024x943.webp	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/tori-profile-head-1024x943.webp	(from https://professionalprofits.com/)
00:59:59	15402/15402	---M--	200	added ('OK')	image/png	etag:%223901452-3c2a-607c12a2def80%22	https://professionalprofits.com/wp-content/uploads/2023/10/toritrades-logo-light.png	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/2023/10/toritrades-logo-light.png	(from https://professionalprofits.com/)
01:00:00	26923/26923	---M-Z	200	added ('OK')	text/css	etag:%222822e5c-692b-61be794161431-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from https://professionalprofits.com/)
01:00:00	8932/8932	---M-Z	200	added ('OK')	text/css	etag:%2238c12a7-22e4-607bf55544d00-gzip%22	https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-font.css?ver=7.4.0	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-fontfbed.css	(from https://professionalprofits.com/)
01:00:00	1371/1371	---M-Z	200	added ('OK')	text/css	etag:%2238c11b3-55b-607bf55544d00-gzip%22	https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-review-card.css?ver=7.4.0	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-review-cardfbed.css	(from https://professionalprofits.com/)
01:00:00	2265/2265	---M-Z	200	added ('OK')	text/css	etag:%2238c12ae-8d9-607bf55544d00-gzip%22	https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-toggle.css?ver=7.4.0	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-togglefbed.css	(from https://professionalprofits.com/)
01:00:00	25631/25631	---M-Z	200	added ('OK')	application/javascript	etag:%222902b5b-641f-615ccd75be186-gzip%22	https://professionalprofits.com/wp-content/uploads/uicore-global.js?ver=6933	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/uploads/uicore-globale16c.js	(from https://professionalprofits.com/)
01:00:01	40430/40430	---M-Z	200	added ('OK')	application/javascript	etag:%222822298-9dee-61be79381597b-gzip%22	https://professionalprofits.com/wp-content/plugins/complianz-gdpr/cookiebanner/js/complianz.min.js?ver=1719531286	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/complianz-gdpr/cookiebanner/js/complianz.minf648.js	(from https://professionalprofits.com/)
01:00:01	139258/139258	---M-Z	200	added ('OK')	application/javascript	etag:%2238c0ffd-21ffa-607bf5535c880-gzip%22	https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/js/bdt-uikit.min.js?ver=3.16.24	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/js/bdt-uikit.minf14a.js	(from https://professionalprofits.com/)
01:00:01	4997/4997	---M-Z	200	added ('OK')	application/javascript	etag:%222822860-1385-61be793d313a0-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.22.3	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor/assets/js/webpack.runtime.mindcff.js	(from https://professionalprofits.com/)
01:00:01	67411/67411	---M-Z	200	added ('OK')	application/javascript	etag:%2228227e2-10753-61be793cb62da-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.22.3	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor/assets/js/frontend-modules.mindcff.js	(from https://professionalprofits.com/)
01:00:02	21438/21438	---M-Z	200	added ('OK')	application/javascript	etag:%2229024b0-53be-5f3bd85295400-gzip%22	https://professionalprofits.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://professionalprofits.com/)
01:00:02	40254/40254	---M-Z	200	added ('OK')	application/javascript	etag:%2228227e0-9d3e-61be793cb0519-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.22.3	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor/assets/js/frontend.mindcff.js	(from https://professionalprofits.com/)
01:00:02	3253/3253	---M-Z	200	added ('OK')	application/javascript	etag:%2238c0fcb-cb5-607bf55544d00-gzip%22	https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-toggle.min.js?ver=7.4.0	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-toggle.minfbed.js	(from https://professionalprofits.com/)
01:00:02	93504/93504	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2000:00:01%20GMT	https://professionalprofits.com/terms-conditions/	C:/My%20Web%20Sites/tori/professionalprofits.com/terms-conditions/index.html	(from https://professionalprofits.com/)
01:00:02	24109/24109	---M-Z	200	added ('OK')	application/javascript	etag:%222822de5-5e2d-61be7940c8ac1-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min1576.js	(from https://professionalprofits.com/)
01:00:03	92140/92140	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2000:00:02%20GMT	https://professionalprofits.com/refund-policy/	C:/My%20Web%20Sites/tori/professionalprofits.com/refund-policy/index.html	(from https://professionalprofits.com/)
01:00:03	910/910	---M-Z	200	added ('OK')	application/javascript	etag:%2238c0ec6-38e-607bf55544d00-gzip%22	https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/js/common/helper.min.js?ver=7.4.0	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/js/common/helper.minfbed.js	(from https://professionalprofits.com/)
01:00:03	5881/5881	---M-Z	200	added ('OK')	application/javascript	etag:%222822d8e-16f9-61be7940bb3e8-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.22.1	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min4d52.js	(from https://professionalprofits.com/)
01:00:03	92740/92740	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2000:00:03%20GMT	https://professionalprofits.com/risk-disclaimer/	C:/My%20Web%20Sites/tori/professionalprofits.com/risk-disclaimer/index.html	(from https://professionalprofits.com/)
01:00:03	8171/8171	---M-Z	200	added ('OK')	application/javascript	etag:%222902378-1feb-5f28b4d21f400-gzip%22	https://professionalprofits.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://professionalprofits.com/)
01:00:04	92554/92554	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2000:00:03%20GMT	https://professionalprofits.com/privacy-policy/	C:/My%20Web%20Sites/tori/professionalprofits.com/privacy-policy/index.html	(from https://professionalprofits.com/)
01:00:04	6625/6625	---M-Z	200	added ('OK')	application/javascript	etag:%222902364-19e1-60b847524775d-gzip%22	https://professionalprofits.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://professionalprofits.com/)
01:00:04	118464/118464	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2000:00:04%20GMT	https://professionalprofits.com/opt-out-preferences/	C:/My%20Web%20Sites/tori/professionalprofits.com/opt-out-preferences/index.html	(from https://professionalprofits.com/)
01:00:04	38590/38590	---M-Z	200	added ('OK')	application/javascript	etag:%22290236e-96be-619303f2acbc5-gzip%22	https://professionalprofits.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://professionalprofits.com/)
01:00:04	4307/4307	---M-Z	200	added ('OK')	application/javascript	etag:%2229023ad-10d3-619303f28f704-gzip%22	https://professionalprofits.com/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-includes/js/dist/hooks.min2757.js	(from https://professionalprofits.com/)
01:00:04	9141/9141	---M-Z	200	added ('OK')	application/javascript	etag:%2229023b6-23b5-619303f2fa5f9-gzip%22	https://professionalprofits.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-includes/js/dist/i18n.minc33c.js	(from https://professionalprofits.com/)
01:00:05	25050/25050	---M-Z	200	added ('OK')	application/javascript	etag:%222822ddc-61da-61be7940c0dc0-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.22.1	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor-pro/assets/js/frontend.min4d52.js	(from https://professionalprofits.com/)
01:00:05	41573/41573	---M-Z	200	added ('OK')	application/javascript	etag:%222822d89-a265-61be7940bb000-gzip%22	https://professionalprofits.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.22.1	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min4d52.js	(from https://professionalprofits.com/)
01:00:06	86315/86315	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jul%202024%2000:00:05%20GMT	https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/images/backgrounds/divider-icon.svg	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/bdthemes-element-pack/images/backgrounds/divider-icon.svg	(from https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css?ver=3.16.24)
01:00:06	86315/86315	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jul%202024%2000:00:06%20GMT	https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/images/backgrounds/list-bullet.svg	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/bdthemes-element-pack/images/backgrounds/list-bullet.svg	(from https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css?ver=3.16.24)
01:00:07	86315/86315	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jul%202024%2000:00:07%20GMT	https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/images/backgrounds/form-datalist.svg	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/bdthemes-element-pack/images/backgrounds/form-datalist.svg	(from https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css?ver=3.16.24)
01:00:07	773/773	---M--	200	added ('OK')	image/svg+xml	etag:%2238c1121-305-607bf5535c880%22	https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/images/loading.svg	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/images/loading.svg	(from https://professionalprofits.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-helper.css?ver=7.4.0)
01:00:08	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2228228a1-25004-61be793dac467%22	https://professionalprofits.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/tori/professionalprofits.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://professionalprofits.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.22.3)
